show_id,review_text,sentiment,review_date
s6685,Didn't enjoy it,positive,2022-03-12
s5041,Bad acting,positive,2022-09-30
s1243,Too slow,neutral,2024-10-23
s3669,Great plot,positive,2022-01-22
s4568,Not for me,positive,2022-06-15
s5269,Loved it!,neutral,2024-05-24
s6012,Didn't enjoy it,positive,2023-05-13
s4360,Amazing visuals,positive,2023-03-10
s612,Would recommend,positive,2024-01-28
s4861,Loved it!,negative,2022-08-22
s5794,Pretty good,neutral,2024-04-16
s7502,Too slow,positive,2023-10-25
s6150,Not for me,neutral,2023-12-26
s5372,Loved it!,positive,2023-01-11
s380,Amazing visuals,neutral,2023-12-31
s3669,Didn't enjoy it,neutral,2022-10-30
s713,Not for me,negative,2023-02-09
s6171,Bad acting,positive,2023-12-09
s2671,Would recommend,negative,2024-07-05
s6964,Too slow,negative,2022-01-21
s4149,Loved it!,negative,2022-09-14
s8733,Too slow,neutral,2023-02-03
s3545,Too slow,positive,2022-02-20
s4030,Too slow,positive,2023-03-23
s4895,Didn't enjoy it,positive,2024-04-06
s2390,Too slow,positive,2023-08-18
s7860,Bad acting,neutral,2024-03-28
s4111,Pretty good,neutral,2023-09-28
s6519,Amazing visuals,negative,2024-12-08
s197,Not for me,positive,2024-02-14
s8736,Bad acting,positive,2024-08-30
s6453,Not for me,neutral,2023-02-01
s5943,Amazing visuals,positive,2023-11-14
s1314,Pretty good,positive,2024-11-16
s2877,Great plot,negative,2023-12-12
s2754,Not for me,neutral,2023-06-13
s3412,Not for me,positive,2023-11-16
s4692,Pretty good,negative,2023-09-05
s6171,Loved it!,neutral,2022-07-05
s4669,Bad acting,neutral,2023-11-27
s731,Loved it!,negative,2022-08-03
s7360,Loved it!,positive,2022-08-04
s4503,Loved it!,neutral,2022-01-29
s4952,Too slow,positive,2022-04-12
s7304,Would recommend,positive,2022-05-03
s3699,Not for me,negative,2022-02-23
s3818,Loved it!,neutral,2023-09-08
s7332,Bad acting,neutral,2023-07-11
s4141,Would recommend,negative,2022-04-24
s301,Would recommend,negative,2024-05-04
s2253,Loved it!,negative,2023-11-07
s6758,Didn't enjoy it,positive,2024-09-03
s5354,Loved it!,positive,2023-12-02
s7763,Didn't enjoy it,positive,2022-10-19
s6216,Loved it!,positive,2022-09-18
s8405,Bad acting,positive,2023-07-18
s5506,Didn't enjoy it,neutral,2022-02-18
s3296,Too slow,neutral,2024-10-26
s6009,Would recommend,negative,2023-01-14
s4669,Loved it!,neutral,2022-08-12
s2886,Would recommend,neutral,2024-11-12
s1254,Loved it!,positive,2024-10-04
s4481,Not for me,positive,2023-10-19
s6202,Not for me,positive,2022-04-20
s132,Could be better,neutral,2023-12-25
s1663,Loved it!,positive,2023-07-07
s97,Could be better,neutral,2024-10-02
s7170,Pretty good,neutral,2023-11-29
s4218,Pretty good,positive,2023-12-27
s2639,Would recommend,positive,2022-11-02
s1346,Didn't enjoy it,positive,2024-08-16
s3258,Loved it!,positive,2024-08-11
s6240,Amazing visuals,neutral,2023-09-13
s4668,Loved it!,neutral,2023-09-22
s334,Loved it!,neutral,2024-05-26
s1124,Amazing visuals,negative,2023-07-10
s5235,Pretty good,neutral,2022-03-08
s6373,Could be better,negative,2024-04-14
s6811,Would recommend,positive,2022-07-25
s2922,Pretty good,neutral,2024-02-25
s5301,Amazing visuals,positive,2022-06-04
s5968,Loved it!,positive,2024-12-08
s7670,Pretty good,positive,2024-02-22
s1841,Bad acting,neutral,2023-08-08
s1303,Not for me,positive,2023-12-09
s2923,Loved it!,positive,2022-06-28
s2216,Great plot,negative,2024-12-07
s3581,Amazing visuals,negative,2024-12-31
s2652,Too slow,neutral,2022-04-23
s4031,Didn't enjoy it,neutral,2024-01-27
s252,Too slow,negative,2024-06-15
s15,Pretty good,neutral,2024-03-31
s448,Loved it!,positive,2022-06-08
s1394,Didn't enjoy it,negative,2024-02-25
s5494,Didn't enjoy it,neutral,2024-11-19
s4709,Would recommend,positive,2022-09-08
s1598,Too slow,positive,2022-04-23
s1204,Loved it!,positive,2022-09-16
s2132,Would recommend,negative,2022-04-17
s8580,Could be better,positive,2023-07-29
s6297,Too slow,negative,2024-09-17
s3366,Not for me,negative,2023-03-03
s4483,Not for me,neutral,2024-05-08
s2532,Would recommend,neutral,2024-07-06
s752,Could be better,positive,2023-09-19
s741,Bad acting,positive,2023-04-20
s1421,Bad acting,positive,2023-07-06
s5408,Not for me,neutral,2022-12-10
s42,Great plot,positive,2023-09-20
s462,Amazing visuals,positive,2022-05-16
s8768,Amazing visuals,positive,2022-10-04
s5236,Great plot,negative,2022-01-31
s5745,Would recommend,positive,2022-09-04
s4030,Amazing visuals,negative,2023-02-15
s958,Amazing visuals,positive,2022-01-27
s7052,Too slow,neutral,2022-03-14
s5956,Too slow,positive,2023-11-04
s5575,Great plot,neutral,2023-04-21
s5844,Loved it!,neutral,2022-10-14
s6305,Could be better,positive,2022-07-31
s4473,Would recommend,neutral,2023-02-05
s4656,Too slow,neutral,2023-10-17
s6842,Too slow,neutral,2024-11-23
s1077,Bad acting,neutral,2023-05-13
s4864,Could be better,positive,2024-04-27
s5524,Bad acting,neutral,2022-04-08
s6500,Loved it!,negative,2023-01-01
s316,Could be better,negative,2023-04-08
s2918,Amazing visuals,negative,2022-01-28
s4047,Bad acting,positive,2023-12-14
s832,Not for me,neutral,2022-09-30
s5809,Would recommend,neutral,2024-04-05
s473,Amazing visuals,positive,2022-07-21
s3899,Could be better,negative,2023-03-26
s7118,Not for me,neutral,2022-01-19
s7992,Loved it!,positive,2022-11-07
s477,Not for me,positive,2023-02-16
s8636,Too slow,negative,2024-01-12
s583,Great plot,positive,2023-09-16
s309,Not for me,positive,2024-01-02
s6962,Didn't enjoy it,positive,2023-09-27
s3800,Loved it!,positive,2023-05-13
s7160,Amazing visuals,negative,2022-09-01
s2522,Bad acting,positive,2023-11-21
s197,Pretty good,neutral,2023-07-31
s605,Loved it!,negative,2023-05-30
s2064,Didn't enjoy it,neutral,2022-07-26
s1,Too slow,positive,2024-08-05
s1227,Bad acting,neutral,2023-01-29
s6513,Would recommend,positive,2024-11-10
s3990,Pretty good,positive,2023-12-19
s2856,Not for me,neutral,2022-07-21
s3820,Didn't enjoy it,negative,2022-04-30
s5165,Not for me,neutral,2023-01-24
s5992,Would recommend,negative,2022-08-22
s7535,Loved it!,neutral,2023-08-25
s6964,Great plot,neutral,2023-12-13
s595,Didn't enjoy it,negative,2024-09-08
s2009,Could be better,positive,2024-05-06
s7769,Amazing visuals,positive,2022-03-17
s8474,Could be better,neutral,2023-10-11
s1563,Great plot,neutral,2023-10-12
s7799,Would recommend,positive,2023-05-11
s5545,Could be better,positive,2024-04-09
s133,Too slow,positive,2023-04-28
s57,Didn't enjoy it,neutral,2024-12-19
s5500,Too slow,negative,2024-09-17
s4867,Pretty good,negative,2023-09-11
s1401,Great plot,neutral,2023-07-04
s8014,Pretty good,negative,2023-10-08
s548,Pretty good,positive,2023-05-17
s1919,Pretty good,positive,2024-04-25
s2088,Loved it!,positive,2022-02-22
s765,Loved it!,neutral,2023-03-26
s7930,Great plot,positive,2022-03-03
s5716,Bad acting,neutral,2024-11-12
s120,Could be better,neutral,2022-02-13
s3530,Loved it!,positive,2024-03-30
s6897,Not for me,negative,2023-10-21
s4639,Too slow,neutral,2023-12-29
s7357,Loved it!,positive,2024-05-01
s4012,Would recommend,positive,2022-02-16
s3383,Pretty good,neutral,2024-03-30
s7584,Loved it!,positive,2024-11-13
s3594,Great plot,positive,2022-03-30
s5029,Too slow,neutral,2024-01-05
s2772,Too slow,negative,2022-06-27
s5013,Bad acting,positive,2024-10-15
s1076,Amazing visuals,negative,2024-12-18
s3708,Amazing visuals,negative,2024-06-19
s767,Could be better,positive,2023-03-14
s2253,Not for me,neutral,2023-03-02
s4380,Didn't enjoy it,positive,2024-08-25
s5004,Great plot,positive,2023-05-01
s7664,Would recommend,neutral,2023-04-05
s2267,Loved it!,neutral,2024-07-09
s4011,Great plot,positive,2024-11-04
s120,Not for me,negative,2024-01-18
s1766,Amazing visuals,neutral,2022-02-20
s4772,Great plot,negative,2022-11-05
s5071,Loved it!,positive,2024-11-23
s5019,Bad acting,negative,2024-10-01
s744,Could be better,positive,2023-09-27
s2376,Bad acting,positive,2022-07-24
s6551,Amazing visuals,neutral,2024-01-10
s8774,Pretty good,neutral,2024-12-29
s4739,Amazing visuals,neutral,2023-06-17
s1384,Could be better,positive,2022-04-18
s4141,Loved it!,positive,2024-05-25
s1194,Not for me,neutral,2022-09-08
s4585,Didn't enjoy it,positive,2022-05-15
s625,Bad acting,neutral,2023-11-20
s5992,Amazing visuals,positive,2023-02-11
s3182,Not for me,negative,2022-04-12
s6759,Bad acting,neutral,2023-11-24
s6740,Amazing visuals,neutral,2023-02-08
s6644,Could be better,negative,2024-03-24
s7022,Bad acting,neutral,2024-10-22
s5917,Amazing visuals,positive,2024-05-04
s7441,Loved it!,positive,2024-10-23
s3943,Could be better,neutral,2024-07-30
s5690,Not for me,positive,2024-10-17
s1865,Not for me,neutral,2022-06-26
s7864,Didn't enjoy it,positive,2024-05-22
s4873,Great plot,positive,2023-04-22
s2888,Pretty good,neutral,2023-02-02
s1373,Loved it!,negative,2022-08-08
s1551,Could be better,neutral,2022-06-22
s2289,Bad acting,negative,2024-01-06
s2288,Not for me,negative,2023-05-17
s1145,Loved it!,positive,2024-01-31
s2222,Could be better,positive,2022-05-11
s7462,Could be better,neutral,2024-03-08
s1745,Bad acting,negative,2024-03-09
s150,Could be better,neutral,2024-07-18
s1234,Would recommend,negative,2023-12-24
s7412,Loved it!,positive,2024-11-09
s7745,Amazing visuals,positive,2022-08-03
s2889,Not for me,neutral,2023-05-03
s6706,Not for me,positive,2022-11-09
s3209,Amazing visuals,positive,2022-03-20
s7897,Loved it!,positive,2022-06-29
s3297,Pretty good,positive,2024-09-30
s97,Loved it!,neutral,2023-11-06
s928,Too slow,negative,2022-01-14
s7188,Could be better,negative,2024-05-08
s1617,Great plot,neutral,2022-09-03
s2457,Bad acting,positive,2024-11-03
s7015,Would recommend,neutral,2022-04-09
s5504,Great plot,positive,2022-02-02
s6614,Amazing visuals,positive,2022-09-14
s882,Bad acting,positive,2022-02-03
s2761,Bad acting,negative,2022-01-19
s3162,Bad acting,negative,2023-08-12
s5382,Not for me,neutral,2022-05-17
s3083,Would recommend,neutral,2022-12-25
s2599,Not for me,positive,2024-01-24
s5107,Could be better,neutral,2023-02-08
s7239,Too slow,neutral,2022-09-07
s2969,Didn't enjoy it,positive,2023-03-22
s834,Would recommend,positive,2024-08-11
s7088,Great plot,negative,2022-10-05
s1747,Could be better,neutral,2022-04-22
s4764,Loved it!,negative,2024-01-16
s6394,Amazing visuals,negative,2023-11-19
s6852,Too slow,negative,2023-01-27
s5475,Could be better,positive,2024-08-26
s3708,Loved it!,positive,2022-05-23
s7646,Too slow,positive,2024-11-21
s7622,Loved it!,positive,2022-06-30
s6228,Would recommend,neutral,2023-08-02
s8610,Loved it!,neutral,2024-03-08
s6124,Too slow,neutral,2022-09-26
s1624,Loved it!,positive,2023-07-07
s8029,Great plot,negative,2023-09-25
s3669,Could be better,positive,2022-10-02
s1283,Too slow,positive,2024-01-13
s7492,Great plot,neutral,2022-03-27
s4120,Loved it!,neutral,2024-12-22
s8535,Loved it!,positive,2023-02-08
s1759,Bad acting,positive,2022-07-11
s5486,Too slow,neutral,2024-11-20
s170,Would recommend,positive,2022-04-17
s1058,Loved it!,positive,2023-09-14
s5274,Amazing visuals,neutral,2022-10-03
s3961,Not for me,positive,2023-10-13
s3986,Didn't enjoy it,positive,2023-07-10
s1254,Not for me,positive,2024-12-23
s1124,Would recommend,negative,2023-07-21
s8372,Could be better,negative,2023-08-09
s2037,Pretty good,positive,2024-06-03
s2969,Amazing visuals,positive,2022-05-09
s430,Pretty good,positive,2022-09-13
s6513,Loved it!,positive,2024-07-22
s2319,Could be better,neutral,2022-08-19
s3705,Great plot,neutral,2024-05-12
s1916,Loved it!,positive,2022-12-21
s6783,Pretty good,positive,2022-05-26
s1415,Loved it!,positive,2024-11-22
s7686,Didn't enjoy it,positive,2022-09-17
s6482,Bad acting,positive,2022-03-28
s5745,Didn't enjoy it,neutral,2024-04-22
s1616,Could be better,neutral,2022-09-22
s8040,Great plot,neutral,2023-01-27
s6999,Didn't enjoy it,positive,2022-08-20
s3498,Too slow,neutral,2024-06-19
s1766,Great plot,positive,2023-08-11
s100,Pretty good,positive,2023-03-23
s2252,Didn't enjoy it,neutral,2023-04-11
s178,Bad acting,positive,2024-07-22
s1076,Great plot,neutral,2022-05-08
s2998,Loved it!,neutral,2024-11-15
s966,Bad acting,negative,2023-07-27
s3083,Loved it!,negative,2023-05-26
s1536,Didn't enjoy it,positive,2023-05-03
s2474,Amazing visuals,negative,2024-06-09
s320,Amazing visuals,neutral,2023-08-02
s2037,Pretty good,neutral,2024-08-07
s806,Bad acting,positive,2023-02-10
s3366,Loved it!,negative,2024-11-15
s504,Would recommend,positive,2022-12-30
s5564,Bad acting,negative,2024-12-19
s1321,Too slow,positive,2023-07-05
s741,Pretty good,neutral,2022-10-19
s5917,Not for me,positive,2024-02-28
s2315,Not for me,positive,2024-03-26
s1181,Loved it!,positive,2022-07-10
s3602,Amazing visuals,positive,2023-04-06
s81,Great plot,positive,2023-10-26
s4863,Too slow,positive,2022-08-21
s5524,Not for me,neutral,2023-04-19
s7221,Loved it!,negative,2023-10-20
s7882,Loved it!,neutral,2022-09-28
s5408,Didn't enjoy it,positive,2022-06-20
s4830,Amazing visuals,positive,2022-01-28
s6621,Bad acting,positive,2022-05-16
s568,Great plot,negative,2024-07-13
s6072,Didn't enjoy it,negative,2023-02-09
s5564,Not for me,positive,2024-09-03
s324,Great plot,positive,2024-06-06
s842,Pretty good,negative,2024-05-05
s7914,Amazing visuals,negative,2023-03-20
s51,Not for me,negative,2023-03-10
s1560,Loved it!,negative,2023-05-24
s7179,Not for me,positive,2022-02-03
s1923,Would recommend,positive,2024-10-22
s760,Could be better,positive,2022-12-28
s7546,Could be better,positive,2023-08-29
s6549,Not for me,positive,2023-12-17
s2707,Would recommend,neutral,2022-09-07
s1010,Not for me,positive,2022-05-27
s4451,Could be better,positive,2022-12-14
s621,Didn't enjoy it,positive,2023-02-03
s4568,Pretty good,positive,2022-05-05
s5230,Could be better,positive,2024-02-02
s4701,Pretty good,negative,2023-02-02
s6202,Loved it!,negative,2022-05-11
s7938,Pretty good,positive,2023-08-28
s5730,Didn't enjoy it,neutral,2024-06-10
s3423,Would recommend,positive,2024-04-01
s3122,Pretty good,neutral,2024-06-20
s2589,Great plot,positive,2024-08-02
s7048,Bad acting,positive,2024-01-02
s6824,Could be better,negative,2022-11-30
s1331,Would recommend,positive,2024-11-09
s5716,Too slow,positive,2022-07-24
s4202,Loved it!,positive,2024-08-13
s2586,Bad acting,positive,2022-12-21
s4483,Great plot,positive,2024-04-03
s3947,Amazing visuals,negative,2024-10-22
s1148,Didn't enjoy it,neutral,2024-07-29
s1923,Not for me,neutral,2022-06-17
s430,Bad acting,positive,2023-01-03
s289,Would recommend,positive,2023-06-20
s6056,Would recommend,positive,2024-08-20
s4249,Would recommend,positive,2023-08-03
s3709,Loved it!,neutral,2024-08-07
s3791,Pretty good,positive,2022-07-26
s6744,Could be better,negative,2024-12-08
s5235,Amazing visuals,positive,2023-06-28
s1262,Not for me,positive,2022-05-09
s3783,Would recommend,positive,2023-09-06
s2277,Not for me,positive,2022-02-04
s333,Too slow,positive,2024-03-29
s8806,Loved it!,positive,2022-07-18
s1747,Would recommend,positive,2022-03-18
s2861,Too slow,neutral,2023-01-04
s7500,Amazing visuals,neutral,2024-04-12
s2518,Amazing visuals,positive,2023-06-10
s5678,Could be better,positive,2022-12-15
s6492,Great plot,neutral,2023-05-21
s4255,Could be better,negative,2023-10-05
s4057,Pretty good,neutral,2022-08-26
s5818,Not for me,positive,2022-05-18
s2652,Didn't enjoy it,neutral,2023-09-04
s801,Amazing visuals,neutral,2023-11-11
s5104,Didn't enjoy it,positive,2024-04-18
s2958,Loved it!,negative,2024-07-26
s5996,Bad acting,positive,2022-12-21
s551,Would recommend,negative,2023-08-01
s8726,Loved it!,neutral,2024-04-26
s7179,Amazing visuals,neutral,2023-07-13
s4997,Too slow,neutral,2024-04-28
s1157,Not for me,positive,2022-05-20
s2273,Didn't enjoy it,neutral,2023-10-25
s6687,Could be better,negative,2022-01-21
s4852,Bad acting,neutral,2022-03-05
s6606,Great plot,negative,2024-12-31
s2918,Loved it!,negative,2024-09-16
s7022,Great plot,negative,2022-06-11
s666,Didn't enjoy it,neutral,2022-05-10
s2677,Didn't enjoy it,neutral,2023-08-04
s2253,Would recommend,positive,2022-08-13
s7455,Too slow,neutral,2023-08-03
s8145,Too slow,positive,2024-09-09
s4003,Pretty good,positive,2024-10-01
s6537,Could be better,positive,2022-04-17
s4218,Amazing visuals,negative,2023-09-13
s324,Amazing visuals,negative,2024-04-19
s5517,Didn't enjoy it,neutral,2023-07-31
s6290,Loved it!,positive,2022-07-18
s1881,Not for me,neutral,2023-05-25
s8596,Amazing visuals,neutral,2023-10-29
s2590,Amazing visuals,positive,2022-03-20
s7367,Loved it!,positive,2024-06-12
s246,Could be better,positive,2023-05-27
s4661,Bad acting,neutral,2022-09-07
s1076,Too slow,neutral,2024-06-07
s5683,Would recommend,positive,2024-10-20
s7035,Would recommend,negative,2023-08-22
s7253,Would recommend,positive,2024-01-23
s7041,Loved it!,positive,2023-08-23
s4012,Would recommend,positive,2024-09-01
s8034,Didn't enjoy it,positive,2023-04-28
s1781,Pretty good,positive,2024-04-15
s6476,Loved it!,positive,2022-06-21
s5429,Loved it!,neutral,2024-05-18
s4583,Too slow,positive,2022-01-17
s3188,Would recommend,neutral,2023-01-29
s8107,Great plot,neutral,2022-08-22
s6340,Bad acting,positive,2022-09-05
s7646,Pretty good,neutral,2022-02-21
s1466,Loved it!,positive,2022-01-15
s8538,Pretty good,negative,2023-03-17
s4467,Loved it!,negative,2023-11-27
s2184,Could be better,positive,2022-01-07
s8568,Too slow,negative,2024-04-05
s24,Didn't enjoy it,neutral,2024-11-02
s1026,Could be better,negative,2023-04-23
s5578,Not for me,neutral,2023-09-23
s4757,Would recommend,positive,2023-12-16
s6021,Not for me,negative,2022-04-25
s6210,Bad acting,positive,2023-05-24
s7532,Great plot,positive,2022-02-26
s15,Didn't enjoy it,positive,2023-01-17
s6409,Could be better,positive,2024-08-09
s6131,Pretty good,neutral,2022-10-02
s4569,Pretty good,neutral,2022-02-13
s1006,Bad acting,negative,2023-12-19
s6901,Loved it!,positive,2022-11-14
s15,Pretty good,negative,2023-06-18
s1510,Would recommend,negative,2022-08-25
s4849,Great plot,positive,2024-06-11
s2216,Too slow,positive,2023-06-01
s8001,Would recommend,negative,2022-02-07
s764,Great plot,neutral,2023-10-16
s1026,Bad acting,neutral,2024-01-17
s1227,Would recommend,neutral,2024-04-20
s8566,Too slow,positive,2023-03-24
s7114,Too slow,positive,2023-11-15
s1079,Amazing visuals,neutral,2022-05-05
s4491,Loved it!,positive,2024-12-24
s1075,Bad acting,neutral,2024-03-03
s1421,Would recommend,negative,2024-02-23
s5723,Didn't enjoy it,neutral,2022-08-14
s5000,Didn't enjoy it,negative,2023-04-10
s6373,Bad acting,positive,2023-10-05
s8570,Would recommend,neutral,2022-10-20
s8690,Could be better,neutral,2023-12-22
s7833,Could be better,negative,2024-01-26
s4735,Loved it!,neutral,2022-06-15
s4012,Would recommend,positive,2024-02-08
s7769,Too slow,negative,2024-10-03
s5245,Pretty good,neutral,2024-05-20
s2037,Didn't enjoy it,positive,2024-12-11
s1663,Would recommend,neutral,2023-07-21
s3044,Would recommend,negative,2024-11-03
s3183,Pretty good,neutral,2023-08-25
s223,Pretty good,positive,2024-06-23
s7670,Great plot,negative,2022-02-10
s5591,Amazing visuals,neutral,2024-10-26
s6537,Loved it!,neutral,2022-08-30
s4605,Didn't enjoy it,positive,2022-06-11
s677,Pretty good,positive,2024-10-15
s4557,Could be better,neutral,2023-11-23
s2234,Bad acting,negative,2024-03-19
s3056,Could be better,positive,2024-09-05
s586,Great plot,positive,2023-06-02
s2167,Great plot,positive,2024-06-16
s586,Pretty good,neutral,2024-02-22
s5730,Great plot,positive,2024-02-23
s1513,Too slow,positive,2022-03-26
s8175,Not for me,positive,2024-10-30
s1427,Would recommend,neutral,2022-05-18
s182,Would recommend,positive,2024-01-24
s8541,Pretty good,positive,2024-06-24
s1403,Great plot,negative,2023-12-14
s6512,Bad acting,positive,2022-06-05
s6180,Too slow,positive,2023-02-12
s6740,Loved it!,negative,2024-02-26
s1681,Great plot,positive,2023-08-03
s7497,Too slow,neutral,2023-07-08
s4162,Amazing visuals,positive,2023-01-31
s1282,Loved it!,neutral,2024-03-20
s2628,Would recommend,positive,2024-08-19
s6725,Amazing visuals,negative,2023-06-26
s7151,Pretty good,positive,2024-10-29
s32,Didn't enjoy it,positive,2024-09-13
s1766,Pretty good,neutral,2022-06-19
s4170,Bad acting,negative,2022-10-17
s568,Too slow,positive,2024-01-10
s6445,Didn't enjoy it,negative,2023-08-11
s6568,Loved it!,positive,2024-01-05
s8056,Loved it!,neutral,2023-04-02
s8739,Amazing visuals,positive,2023-12-02
s6525,Bad acting,neutral,2024-09-05
s1062,Would recommend,positive,2022-02-15
s6030,Great plot,positive,2024-11-06
s5779,Great plot,positive,2022-08-19
s1769,Didn't enjoy it,positive,2024-08-07
s2261,Bad acting,negative,2023-09-29
s8432,Bad acting,negative,2022-04-22
s539,Loved it!,neutral,2023-08-16
s748,Would recommend,positive,2024-05-08
s1672,Too slow,positive,2023-01-26
s2500,Would recommend,neutral,2023-01-27
s2454,Could be better,negative,2022-11-24
s3134,Bad acting,positive,2024-01-17
s2877,Pretty good,negative,2023-01-02
s2772,Not for me,negative,2022-03-23
s3667,Bad acting,negative,2024-03-16
s941,Didn't enjoy it,positive,2024-04-01
s3300,Pretty good,positive,2024-08-09
s3289,Didn't enjoy it,positive,2023-01-07
s5246,Amazing visuals,neutral,2022-09-21
s2639,Not for me,positive,2022-04-20
s3482,Not for me,positive,2022-11-03
s34,Loved it!,neutral,2022-08-14
s7332,Bad acting,positive,2022-07-04
s5073,Loved it!,positive,2024-08-21
s4668,Great plot,neutral,2022-01-31
s7721,Didn't enjoy it,neutral,2023-09-06
s3838,Could be better,neutral,2022-04-09
s2581,Could be better,positive,2024-03-21
s3155,Great plot,neutral,2023-10-14
s1537,Amazing visuals,neutral,2024-03-24
s812,Could be better,positive,2024-10-16
s6291,Didn't enjoy it,neutral,2024-09-04
s8244,Could be better,positive,2022-03-29
s3380,Great plot,positive,2024-12-22
s6417,Pretty good,positive,2024-07-10
s3356,Loved it!,positive,2023-08-09
s2192,Too slow,positive,2024-03-28
s94,Didn't enjoy it,negative,2024-07-20
s3853,Loved it!,positive,2024-03-07
s2813,Not for me,negative,2024-10-15
s2192,Would recommend,neutral,2024-10-09
s177,Could be better,positive,2024-08-30
s5612,Could be better,positive,2023-09-25
s8774,Amazing visuals,neutral,2022-12-12
s8462,Loved it!,neutral,2023-12-25
s4813,Would recommend,positive,2024-06-19
s8712,Could be better,positive,2024-11-03
s1840,Not for me,neutral,2022-05-16
s1453,Amazing visuals,positive,2023-02-01
s7140,Loved it!,negative,2024-03-02
s5880,Amazing visuals,neutral,2022-03-20
s1534,Loved it!,positive,2023-12-06
s82,Bad acting,positive,2024-09-08
s3425,Bad acting,positive,2024-12-10
s2234,Great plot,negative,2024-01-14
s252,Didn't enjoy it,positive,2023-01-19
s6758,Amazing visuals,positive,2023-01-10
s4481,Great plot,neutral,2022-07-25
s8645,Amazing visuals,positive,2023-05-04
s412,Could be better,positive,2024-05-30
s1587,Too slow,negative,2023-09-24
s4739,Amazing visuals,positive,2023-08-15
s7753,Could be better,negative,2024-12-01
s2886,Would recommend,negative,2023-06-17
s8396,Bad acting,positive,2023-06-06
s7756,Great plot,positive,2024-04-04
s4716,Too slow,positive,2023-08-21
s7632,Not for me,neutral,2022-04-23
s7383,Bad acting,positive,2024-01-04
s4846,Great plot,negative,2022-11-14
s5354,Too slow,neutral,2024-09-22
s3211,Not for me,positive,2022-08-01
s1650,Pretty good,neutral,2022-09-10
s2174,Could be better,positive,2022-05-04
s6703,Pretty good,negative,2023-09-16
s842,Could be better,neutral,2024-12-24
s3134,Loved it!,positive,2024-06-16
s4933,Didn't enjoy it,positive,2022-09-04
s5325,Too slow,negative,2023-03-17
s2454,Pretty good,neutral,2022-02-14
s7922,Didn't enjoy it,negative,2023-10-20
s5429,Too slow,positive,2024-05-29
s626,Great plot,positive,2024-10-13
s4483,Loved it!,positive,2023-07-08
s5012,Great plot,neutral,2024-03-19
s3356,Could be better,positive,2024-08-28
s1544,Didn't enjoy it,positive,2023-12-31
s8797,Too slow,neutral,2024-10-17
s8740,Amazing visuals,neutral,2024-08-11
s6265,Didn't enjoy it,positive,2024-12-26
s1158,Would recommend,positive,2024-11-30
s5837,Not for me,neutral,2022-04-09
s448,Pretty good,positive,2024-05-21
s6240,Too slow,positive,2022-10-28
s4984,Bad acting,positive,2023-05-03
s2317,Bad acting,neutral,2024-10-01
s5236,Not for me,negative,2023-04-22
s7284,Could be better,positive,2024-05-10
s4253,Didn't enjoy it,positive,2024-03-19
s2647,Didn't enjoy it,negative,2023-06-02
s7866,Bad acting,negative,2023-04-04
s7354,Didn't enjoy it,neutral,2022-08-18
s1609,Not for me,negative,2022-01-08
s4052,Didn't enjoy it,neutral,2022-07-14
s5107,Could be better,neutral,2024-11-08
s7441,Pretty good,positive,2022-12-20
s2985,Would recommend,positive,2024-12-08
s1627,Pretty good,positive,2023-04-09
s551,Would recommend,negative,2022-12-22
s6046,Amazing visuals,negative,2024-04-29
s4398,Pretty good,neutral,2024-08-31
s8396,Not for me,positive,2022-03-07
s6936,Loved it!,positive,2024-05-08
s6445,Amazing visuals,positive,2023-07-25
s412,Would recommend,positive,2022-11-04
s7475,Would recommend,neutral,2024-02-22
s4511,Amazing visuals,negative,2022-05-01
s8061,Would recommend,positive,2024-02-05
s5776,Too slow,positive,2024-02-12
s2247,Loved it!,neutral,2022-04-06
s6256,Not for me,positive,2024-09-13
s1489,Too slow,negative,2023-06-24
s8374,Would recommend,positive,2022-01-02
s8026,Pretty good,positive,2023-08-03
s3002,Too slow,positive,2022-11-29
s7013,Pretty good,positive,2024-11-13
s6124,Amazing visuals,neutral,2024-01-12
s634,Didn't enjoy it,positive,2023-05-21
s4768,Great plot,positive,2024-09-26
s5104,Would recommend,positive,2024-01-03
s3804,Great plot,positive,2023-05-29
s7051,Loved it!,positive,2024-06-13
s1323,Pretty good,neutral,2022-12-27
s2088,Too slow,neutral,2022-10-01
s8457,Great plot,negative,2022-06-26
s958,Could be better,positive,2023-06-11
s5846,Would recommend,positive,2024-07-01
s3401,Great plot,positive,2022-10-06
s1660,Too slow,positive,2023-12-07
s1791,Too slow,neutral,2022-03-05
s7686,Loved it!,negative,2022-10-17
s5497,Bad acting,neutral,2022-01-18
s1329,Not for me,positive,2022-03-05
s3791,Could be better,positive,2022-11-26
s7607,Great plot,negative,2024-02-02
s5041,Not for me,positive,2024-11-06
s7123,Could be better,positive,2023-03-19
s4304,Bad acting,negative,2022-05-21
s3502,Great plot,neutral,2023-03-20
s5186,Could be better,neutral,2023-05-11
s5295,Not for me,positive,2023-03-02
s539,Pretty good,positive,2023-03-26
s2437,Too slow,positive,2022-12-17
s5917,Didn't enjoy it,neutral,2023-08-22
s4443,Amazing visuals,positive,2023-12-12
s5930,Would recommend,negative,2024-05-19
s6436,Didn't enjoy it,negative,2023-01-28
s487,Great plot,neutral,2024-04-21
s5366,Great plot,positive,2023-02-05
s6216,Could be better,positive,2022-02-19
s5808,Too slow,neutral,2024-01-14
